检查项,对象编号,计算值,允许值,是否通过,说明
装载体积,T001,0.159,0.25,通过,
返航SOC,T001,0.6342158942704362,0.2,通过,
架次能耗复算,T001,2.92627284583651,2.92627284583651,通过,
返航时刻复算,T001,1561.4267416985467,1561.4267416985467,通过,
逐航段载荷递减,T001,76.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T001,C,C,通过,
电池机型兼容,T001,C,C,通过,
充电时间复算,T001,1625.865562414055,1625.865562414055,通过,
电池释放时刻,T001,3187.2923041126014,3187.2923041126014,通过,
逐箱送达时刻复算,S001-MED-01,1248.8983708492733,1248.8983708492733,通过,T001
硬时限,S001-MED-01,1248.8983708492733,3600.0,通过,T001
逐箱送达时刻复算,S001-MED-02,1248.8983708492733,1248.8983708492733,通过,T001
硬时限,S001-MED-02,1248.8983708492733,3600.0,通过,T001
逐箱送达时刻复算,S001-WAT-01,1248.8983708492733,1248.8983708492733,通过,T001
硬时限,S001-WAT-01,1248.8983708492733,3600.0,通过,T001
逐箱送达时刻复算,S001-WAT-02,1248.8983708492733,1248.8983708492733,通过,T001
逐箱送达时刻复算,S001-WAT-03,1248.8983708492733,1248.8983708492733,通过,T001
逐箱送达时刻复算,S001-WAT-04,1248.8983708492733,1248.8983708492733,通过,T001
逐箱送达时刻复算,S001-WAT-05,1248.8983708492733,1248.8983708492733,通过,T001
机型物理可行,T002,C,存在可行复算,通过,
载质量,T002,50.0,80.0,通过,
装载体积,T002,0.134,0.25,通过,
返航SOC,T002,0.4787014193210327,0.2,通过,
架次能耗复算,T002,4.170388645431738,4.170388645431738,通过,
返航时刻复算,T002,2241.3462405005175,2241.3462405005175,通过,
逐航段载荷递减,T002,50.000000|25.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T002,C,C,通过,
电池机型兼容,T002,C,C,通过,
充电时间复算,T002,1962.8135914710956,1962.8135914710956,通过,
电池释放时刻,T002,4204.159831971613,4204.159831971613,通过,
逐箱送达时刻复算,S010-FOD-01,1251.7555421881427,1251.7555421881427,通过,T002
逐箱送达时刻复算,S010-MED-01,1251.7555421881427,1251.7555421881427,通过,T002
硬时限,S010-MED-01,1251.7555421881427,3600.0,通过,T002
逐箱送达时刻复算,S010-WAT-01,1251.7555421881427,1251.7555421881427,通过,T002
硬时限,S010-WAT-01,1251.7555421881427,3600.0,通过,T002
逐箱送达时刻复算,S013-FOD-01,1769.1524592239773,1769.1524592239773,通过,T002
逐箱送达时刻复算,S013-MED-01,1769.1524592239773,1769.1524592239773,通过,T002
硬时限,S013-MED-01,1769.1524592239773,3600.0,通过,T002
逐箱送达时刻复算,S013-WAT-01,1769.1524592239773,1769.1524592239773,通过,T002
硬时限,S013-WAT-01,1769.1524592239773,3600.0,通过,T002
机型物理可行,T003,B,存在可行复算,通过,
载质量,T003,25.0,30.0,通过,
装载体积,T003,0.067,0.073,通过,
返航SOC,T003,0.4680789737168829,0.2,通过,
架次能耗复算,T003,2.1276841051324684,2.1276841051324684,通过,
返航时刻复算,T003,1844.5398866711284,1844.5398866711284,通过,
逐航段载荷递减,T003,25.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T003,B,B,通过,
电池机型兼容,T003,B,B,通过,
充电时间复算,T003,1588.6631122240697,1588.6631122240697,通过,
电池释放时刻,T003,3433.202998895198,3433.202998895198,通过,
逐箱送达时刻复算,S014-FOD-01,1229.8266100022308,1229.8266100022308,通过,T003
逐箱送达时刻复算,S014-MED-01,1229.8266100022308,1229.8266100022308,通过,T003
硬时限,S014-MED-01,1229.8266100022308,3600.0,通过,T003
逐箱送达时刻复算,S014-WAT-01,1229.8266100022308,1229.8266100022308,通过,T003
硬时限,S014-WAT-01,1229.8266100022308,3600.0,通过,T003
机型物理可行,T004,B,存在可行复算,通过,
载质量,T004,25.0,30.0,通过,
装载体积,T004,0.067,0.073,通过,
返航SOC,T004,0.55653792024074,0.2,通过,
架次能耗复算,T004,1.77384831903704,1.77384831903704,通过,
返航时刻复算,T004,1621.3150828501505,1621.3150828501505,通过,
逐航段载荷递减,T004,25.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T004,B,B,通过,
电池机型兼容,T004,B,B,通过,
充电时间复算,T004,1435.3342715827173,1435.3342715827173,通过,
电池释放时刻,T004,3056.6493544328678,3056.6493544328678,通过,
逐箱送达时刻复算,S007-FOD-01,1118.2975414250752,1118.2975414250752,通过,T004
逐箱送达时刻复算,S007-MED-01,1118.2975414250752,1118.2975414250752,通过,T004
硬时限,S007-MED-01,1118.2975414250752,3600.0,通过,T004
逐箱送达时刻复算,S007-WAT-01,1118.2975414250752,1118.2975414250752,通过,T004
硬时限,S007-WAT-01,1118.2975414250752,3600.0,通过,T004
机型物理可行,T005,A,存在可行复算,通过,
载质量,T005,14.0,25.0,通过,
装载体积,T005,0.027,0.06,通过,
返航SOC,T005,0.5852447955005639,0.2,通过,
架次能耗复算,T005,1.8663984202474626,1.8663984202474626,通过,
返航时刻复算,T005,1652.4426794497324,1652.4426794497324,通过,
逐航段载荷递减,T005,14.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T005,A,A,通过,
电池机型兼容,T005,A,A,通过,
充电时间复算,T005,1039.1817658492669,1039.1817658492669,通过,
电池释放时刻,T005,2691.6244452989995,2691.6244452989995,通过,
逐箱送达时刻复算,S007-WAT-02,1073.8613397248662,1073.8613397248662,通过,T005
机型物理可行,T006,A,存在可行复算,通过,
载质量,T006,6.0,25.0,通过,
装载体积,T006,0.035,0.06,通过,
返航SOC,T006,0.32240829242275104,0.2,通过,
架次能耗复算,T006,3.0491626840976203,3.0491626840976203,通过,
返航时刻复算,T006,2108.35853782002,2108.35853782002,通过,
逐航段载荷递减,T006,6.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T006,A,A,通过,
电池机型兼容,T006,A,A,通过,
充电时间复算,T006,1380.8692198504234,1380.8692198504234,通过,
电池释放时刻,T006,3489.2277576704437,3489.2277576704437,通过,
逐箱送达时刻复算,S008-HYG-01,1304.4059355766767,1304.4059355766767,通过,T006
机型物理可行,T007,A,存在可行复算,通过,
载质量,T007,14.0,25.0,通过,
装载体积,T007,0.027,0.06,通过,
返航SOC,T007,0.3487287756352898,0.2,通过,
架次能耗复算,T007,2.930720509641196,2.930720509641196,通过,
返航时刻复算,T007,2202.278664396717,2202.278664396717,通过,
逐航段载荷递减,T007,14.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T007,A,A,通过,
电池机型兼容,T007,A,A,通过,
充电时间复算,T007,1346.6525916741234,1346.6525916741234,通过,
电池释放时刻,T007,3548.9312560708404,3548.9312560708404,通过,
逐箱送达时刻复算,S003-WAT-04,1349.1126655316918,1349.1126655316918,通过,T007
机型物理可行,T008,A,存在可行复算,通过,
载质量,T008,14.0,25.0,通过,
装载体积,T008,0.027,0.06,通过,
返航SOC,T008,0.3596054609594903,0.2,通过,
架次能耗复算,T008,2.8817754256822936,2.8817754256822936,通过,
返航时刻复算,T008,1951.052935022607,1951.052935022607,通过,
逐航段载荷递减,T008,14.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T008,A,A,通过,
电池机型兼容,T008,A,A,通过,
充电时间复算,T008,1332.5129007526625,1332.5129007526625,通过,
电池释放时刻,T008,3283.5658357752695,3283.5658357752695,通过,
逐箱送达时刻复算,S002-WAT-03,1227.4664675113036,1227.4664675113036,通过,T008
机型物理可行,T009,C,存在可行复算,通过,
载质量,T009,42.0,80.0,通过,
装载体积,T009,0.106,0.25,通过,
返航SOC,T009,0.20700812629925147,0.2,通过,
架次能耗复算,T009,6.343934989605988,6.343934989605988,通过,
返航时刻复算,T009,4218.612964412171,4218.612964412171,通过,
逐航段载荷递减,T009,42.000000|17.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T009,C,C,通过,
电池机型兼容,T009,C,C,通过,
充电时间复算,T009,2551.4823930182883,2551.4823930182883,通过,
电池释放时刻,T009,6770.095357430459,6770.095357430459,通过,
逐箱送达时刻复算,S002-MED-01,3594.4814591043005,3594.4814591043005,通过,T009
硬时限,S002-MED-01,3594.4814591043005,3600.0,通过,T009
逐箱送达时刻复算,S002-WAT-01,3594.4814591043005,3594.4814591043005,通过,T009
硬时限,S002-WAT-01,3594.4814591043005,3600.0,通过,T009
逐箱送达时刻复算,S012-FOD-01,2986.058038744983,2986.058038744983,通过,T009
逐箱送达时刻复算,S012-MED-01,2986.058038744983,2986.058038744983,通过,T009
硬时限,S012-MED-01,2986.058038744983,3600.0,通过,T009
逐箱送达时刻复算,S012-WAT-01,2986.058038744983,2986.058038744983,通过,T009
硬时限,S012-WAT-01,2986.058038744983,3600.0,通过,T009
机型物理可行,T010,B,存在可行复算,通过,
载质量,T010,25.0,30.0,通过,
装载体积,T010,0.067,0.073,通过,
返航SOC,T010,0.25428037515192226,0.2,通过,
架次能耗复算,T010,2.982878499392311,2.982878499392311,通过,
返航时刻复算,T010,3579.357847839239,3579.357847839239,通过,
逐航段载荷递减,T010,25.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T010,B,B,通过,
电池机型兼容,T010,B,B,通过,
充电时间复算,T010,1959.2473497366682,1959.2473497366682,通过,
电池释放时刻,T010,5538.605197575907,5538.605197575907,通过,
逐箱送达时刻复算,S008-FOD-01,2910.5631320113616,2910.5631320113616,通过,T010
逐箱送达时刻复算,S008-MED-01,2910.5631320113616,2910.5631320113616,通过,T010
硬时限,S008-MED-01,2910.5631320113616,7200.0,通过,T010
逐箱送达时刻复算,S008-WAT-01,2910.5631320113616,2910.5631320113616,通过,T010
硬时限,S008-WAT-01,2910.5631320113616,7200.0,通过,T010
机型物理可行,T011,A,存在可行复算,通过,
载质量,T011,8.0,25.0,通过,
装载体积,T011,0.028,0.06,通过,
返航SOC,T011,0.36657908222181135,0.2,通过,
架次能耗复算,T011,2.850394130001849,2.850394130001849,通过,
返航时刻复算,T011,3854.7213438464496,3854.7213438464496,通过,
逐航段载荷递减,T011,8.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T011,A,A,通过,
电池机型兼容,T011,A,A,通过,
充电时间复算,T011,1323.4471931116452,1323.4471931116452,通过,
电池释放时刻,T011,5178.168536958095,5178.168536958095,通过,
逐箱送达时刻复算,S003-FOD-02,3001.5553449814242,3001.5553449814242,通过,T011
机型物理可行,T012,B,存在可行复算,通过,
载质量,T012,25.0,30.0,通过,
装载体积,T012,0.067,0.073,通过,
返航SOC,T012,0.47438608894156975,0.2,通过,
架次能耗复算,T012,2.102455644233721,2.102455644233721,通过,
返航时刻复算,T012,3405.319677218238,3405.319677218238,通过,
逐航段载荷递减,T012,25.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T012,B,B,通过,
电池机型兼容,T012,B,B,通过,
充电时间复算,T012,1577.7307791679457,1577.7307791679457,通过,
电池释放时刻,T012,4983.050456386184,4983.050456386184,通过,
逐箱送达时刻复算,S009-FOD-01,2936.5197819446835,2936.5197819446835,通过,T012
逐箱送达时刻复算,S009-MED-01,2936.5197819446835,2936.5197819446835,通过,T012
硬时限,S009-MED-01,2936.5197819446835,10800.0,通过,T012
逐箱送达时刻复算,S009-WAT-01,2936.5197819446835,2936.5197819446835,通过,T012
硬时限,S009-WAT-01,2936.5197819446835,10800.0,通过,T012
机型物理可行,T013,A,存在可行复算,通过,
载质量,T013,14.0,25.0,通过,
装载体积,T013,0.027,0.06,通过,
返航SOC,T013,0.7475723974354476,0.2,通过,
架次能耗复算,T013,1.1359242115404862,1.1359242115404862,通过,
返航时刻复算,T013,3114.5887970921463,3114.5887970921463,通过,
逐航段载荷递减,T013,14.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T013,A,A,通过,
电池机型兼容,T013,A,A,通过,
充电时间复算,T013,828.1558833339182,828.1558833339182,通过,
电池释放时刻,T013,3942.7446804260644,3942.7446804260644,通过,
逐箱送达时刻复算,S011-WAT-01,2785.0075327240434,2785.0075327240434,通过,T013
硬时限,S011-WAT-01,2785.0075327240434,10800.0,通过,T013
机型物理可行,T014,C,存在可行复算,通过,
载质量,T014,53.0,80.0,通过,
装载体积,T014,0.121,0.25,通过,
返航SOC,T014,0.6894764650613837,0.2,通过,
架次能耗复算,T014,2.4841882795089303,2.4841882795089303,通过,
返航时刻复算,T014,3740.3819092217464,3740.3819092217464,通过,
逐航段载荷递减,T014,53.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T014,C,C,通过,
电池机型兼容,T014,C,C,通过,
充电时间复算,T014,1506.1343257003355,1506.1343257003355,通过,
电池释放时刻,T014,5246.516234922082,5246.516234922082,通过,
逐箱送达时刻复算,S006-FOD-01,3386.509074861132,3386.509074861132,通过,T014
逐箱送达时刻复算,S006-MED-01,3386.509074861132,3386.509074861132,通过,T014
硬时限,S006-MED-01,3386.509074861132,3600.0,通过,T014
逐箱送达时刻复算,S006-WAT-01,3386.509074861132,3386.509074861132,通过,T014
硬时限,S006-WAT-01,3386.509074861132,3600.0,通过,T014
逐箱送达时刻复算,S006-WAT-02,3386.509074861132,3386.509074861132,通过,T014
逐箱送达时刻复算,S006-WAT-03,3386.509074861132,3386.509074861132,通过,T014
机型物理可行,T015,A,存在可行复算,通过,
载质量,T015,14.0,25.0,通过,
装载体积,T015,0.027,0.06,通过,
返航SOC,T015,0.3596054609594903,0.2,通过,
架次能耗复算,T015,2.8817754256822936,2.8817754256822936,通过,
返航时刻复算,T015,4642.6773803216065,4642.6773803216065,通过,
逐航段载荷递减,T015,14.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T015,A,A,通过,
电池机型兼容,T015,A,A,通过,
充电时间复算,T015,1332.5129007526625,1332.5129007526625,通过,
电池释放时刻,T015,5975.190281074269,5975.190281074269,通过,
逐箱送达时刻复算,S002-WAT-04,3919.090912810303,3919.090912810303,通过,T015
机型物理可行,T016,A,存在可行复算,通过,
载质量,T016,6.0,25.0,通过,
装载体积,T016,0.035,0.06,通过,
返航SOC,T016,0.3808854579496228,0.2,通过,
架次能耗复算,T016,2.7860154392266976,2.7860154392266976,通过,
返航时刻复算,T016,5234.618770797877,5234.618770797877,通过,
逐航段载荷递减,T016,6.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T016,A,A,通过,
电池机型兼容,T016,A,A,通过,
充电时间复算,T016,1304.8489046654904,1304.8489046654904,通过,
电池释放时刻,T016,6539.467675463367,6539.467675463367,通过,
逐箱送达时刻复算,S002-HYG-01,4511.032303286573,4511.032303286573,通过,T016
机型物理可行,T017,B,存在可行复算,通过,
载质量,T017,8.0,30.0,通过,
装载体积,T017,0.028,0.073,通过,
返航SOC,T017,0.43393746548463374,0.2,通过,
架次能耗复算,T017,2.264250138061465,2.264250138061465,通过,
返航时刻复算,T017,5108.529994962886,5108.529994962886,通过,
逐航段载荷递减,T017,8.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T017,B,B,通过,
电池机型兼容,T017,B,B,通过,
充电时间复算,T017,1647.8417264933016,1647.8417264933016,通过,
电池释放时刻,T017,6756.3717214561875,6756.3717214561875,通过,
逐箱送达时刻复算,S002-FOD-02,4508.864836090563,4508.864836090563,通过,T017
机型物理可行,T018,A,存在可行复算,通过,
载质量,T018,6.0,25.0,通过,
装载体积,T018,0.035,0.06,通过,
返航SOC,T018,0.5999851126425451,0.2,通过,
架次能耗复算,T018,1.8000669931085471,1.8000669931085471,通过,
返航时刻复算,T018,5141.670437120176,5141.670437120176,通过,
逐航段载荷递减,T018,6.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T018,A,A,通过,
电池机型兼容,T018,A,A,通过,
充电时间复算,T018,1020.0193535646914,1020.0193535646914,通过,
电池释放时刻,T018,6161.689790684867,6161.689790684867,通过,
逐箱送达时刻复算,S007-HYG-01,4563.08909739531,4563.08909739531,通过,T018
机型物理可行,T019,B,存在可行复算,通过,
载质量,T019,3.0,30.0,通过,
装载体积,T019,0.012,0.073,通过,
返航SOC,T019,0.7814844329367729,0.2,通过,
架次能耗复算,T019,0.8740622682529083,0.8740622682529083,通过,
返航时刻复算,T019,4648.988652403725,4648.988652403725,通过,
逐航段载荷递减,T019,3.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T019,B,B,通过,
电池机型兼容,T019,B,B,通过,
充电时间复算,T019,1045.4269829095936,1045.4269829095936,通过,
电池释放时刻,T019,5694.4156353133185,5694.4156353133185,通过,
逐箱送达时刻复算,S011-MED-01,4366.359916788148,4366.359916788148,通过,T019
硬时限,S011-MED-01,4366.359916788148,10800.0,通过,T019
机型物理可行,T020,C,存在可行复算,通过,
载质量,T020,56.0,80.0,通过,
装载体积,T020,0.133,0.25,通过,
返航SOC,T020,0.23227545201041222,0.2,通过,
架次能耗复算,T020,6.141796383916702,6.141796383916702,通过,
返航时刻复算,T020,6473.946603397373,6473.946603397373,通过,
逐航段载荷递减,T020,56.000000|31.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T020,C,C,通过,
电池机型兼容,T020,C,C,通过,
充电时间复算,T020,2496.736520644107,2496.736520644107,通过,
电池释放时刻,T020,8970.68312404148,8970.68312404148,通过,
逐箱送达时刻复算,S003-MED-01,5683.50117434116,5683.50117434116,通过,T020
硬时限,S003-MED-01,5683.50117434116,7200.0,通过,T020
逐箱送达时刻复算,S003-WAT-01,5683.50117434116,5683.50117434116,通过,T020
硬时限,S003-WAT-01,5683.50117434116,7200.0,通过,T020
逐箱送达时刻复算,S003-WAT-02,5683.50117434116,5683.50117434116,通过,T020
逐箱送达时刻复算,S015-FOD-01,5135.9455022916,5135.9455022916,通过,T020
逐箱送达时刻复算,S015-MED-01,5135.9455022916,5135.9455022916,通过,T020
硬时限,S015-MED-01,5135.9455022916,7200.0,通过,T020
逐箱送达时刻复算,S015-WAT-01,5135.9455022916,5135.9455022916,通过,T020
硬时限,S015-WAT-01,5135.9455022916,10800.0,通过,T020
机型物理可行,T021,A,存在可行复算,通过,
载质量,T021,6.0,25.0,通过,
装载体积,T021,0.035,0.06,通过,
返航SOC,T021,0.3712251704191749,0.2,通过,
架次能耗复算,T021,2.829486733113713,2.829486733113713,通过,
返航时刻复算,T021,6057.000008243167,6057.000008243167,通过,
逐航段载荷递减,T021,6.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T021,A,A,通过,
电池机型兼容,T021,A,A,通过,
充电时间复算,T021,1317.4072784550724,1317.4072784550724,通过,
电池释放时刻,T021,7374.40728669824,7374.40728669824,通过,
逐箱送达时刻复算,S003-HYG-01,5203.834009378142,5203.834009378142,通过,T021
机型物理可行,T022,C,存在可行复算,通过,
载质量,T022,59.0,80.0,通过,
装载体积,T022,0.156,0.25,通过,
返航SOC,T022,0.22788512126357996,0.2,通过,
架次能耗复算,T022,6.17691902989136,6.17691902989136,通过,
返航时刻复算,T022,6523.798455879962,6523.798455879962,通过,
逐航段载荷递减,T022,59.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T022,C,C,通过,
电池机型兼容,T022,C,C,通过,
充电时间复算,T022,2506.2489039289103,2506.2489039289103,通过,
电池释放时刻,T022,9030.047359808872,9030.047359808872,通过,
逐箱送达时刻复算,S004-FOD-01,5804.175710146066,5804.175710146066,通过,T022
逐箱送达时刻复算,S004-HYG-01,5804.175710146066,5804.175710146066,通过,T022
逐箱送达时刻复算,S004-MED-01,5804.175710146066,5804.175710146066,通过,T022
硬时限,S004-MED-01,5804.175710146066,7200.0,通过,T022
逐箱送达时刻复算,S004-WAT-01,5804.175710146066,5804.175710146066,通过,T022
硬时限,S004-WAT-01,5804.175710146066,7200.0,通过,T022
逐箱送达时刻复算,S004-WAT-02,5804.175710146066,5804.175710146066,通过,T022
逐箱送达时刻复算,S004-WAT-03,5804.175710146066,5804.175710146066,通过,T022
机型物理可行,T023,A,存在可行复算,通过,
载质量,T023,14.0,25.0,通过,
装载体积,T023,0.027,0.06,通过,
返航SOC,T023,0.3487287756352898,0.2,通过,
架次能耗复算,T023,2.930720509641196,2.930720509641196,通过,
返航时刻复算,T023,6844.956044718323,6844.956044718323,通过,
逐航段载荷递减,T023,14.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T023,A,A,通过,
电池机型兼容,T023,A,A,通过,
充电时间复算,T023,1346.6525916741234,1346.6525916741234,通过,
电池释放时刻,T023,8191.608636392446,8191.608636392446,通过,
逐箱送达时刻复算,S003-WAT-03,5991.790045853299,5991.790045853299,通过,T023
机型物理可行,T024,B,存在可行复算,通过,
载质量,T024,14.0,30.0,通过,
装载体积,T024,0.027,0.073,通过,
返航SOC,T024,0.3510461692190081,0.2,通过,
架次能耗复算,T024,2.5958153231239676,2.5958153231239676,通过,
返航时刻复算,T024,6821.093221375273,6821.093221375273,通过,
逐航段载荷递减,T024,14.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T024,B,B,通过,
电池机型兼容,T024,B,B,通过,
充电时间复算,T024,1791.5199733537193,1791.5199733537193,通过,
电池释放时刻,T024,8612.613194728992,8612.613194728992,通过,
逐箱送达时刻复算,S008-WAT-02,6152.298505547395,6152.298505547395,通过,T024
机型物理可行,T025,A,存在可行复算,通过,
载质量,T025,14.0,25.0,通过,
装载体积,T025,0.027,0.06,通过,
返航SOC,T025,0.3596054609594903,0.2,通过,
架次能耗复算,T025,2.8817754256822936,2.8817754256822936,通过,
返航时刻复算,T025,7129.221471980702,7129.221471980702,通过,
逐航段载荷递减,T025,14.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T025,A,A,通过,
电池机型兼容,T025,A,A,通过,
充电时间复算,T025,1332.5129007526625,1332.5129007526625,通过,
电池释放时刻,T025,8461.734372733365,8461.734372733365,通过,
逐箱送达时刻复算,S002-WAT-02,6405.635004469398,6405.635004469398,通过,T025
机型物理可行,T026,B,存在可行复算,通过,
载质量,T026,8.0,30.0,通过,
装载体积,T026,0.028,0.073,通过,
返航SOC,T026,0.43393746548463374,0.2,通过,
架次能耗复算,T026,2.264250138061465,2.264250138061465,通过,
返航时刻复算,T026,7241.815515320555,7241.815515320555,通过,
逐航段载荷递减,T026,8.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T026,B,B,通过,
电池机型兼容,T026,B,B,通过,
充电时间复算,T026,1647.8417264933016,1647.8417264933016,通过,
电池释放时刻,T026,8889.657241813857,8889.657241813857,通过,
逐箱送达时刻复算,S002-FOD-01,6642.150356448232,6642.150356448232,通过,T026
机型物理可行,T027,A,存在可行复算,通过,
载质量,T027,8.0,25.0,通过,
装载体积,T027,0.028,0.06,通过,
返航SOC,T027,0.36657908222181135,0.2,通过,
架次能耗复算,T027,2.850394130001849,2.850394130001849,通过,
返航时刻复算,T027,8177.468945470986,8177.468945470986,通过,
逐航段载荷递减,T027,8.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T027,A,A,通过,
电池机型兼容,T027,A,A,通过,
充电时间复算,T027,1323.4471931116452,1323.4471931116452,通过,
电池释放时刻,T027,9500.916138582632,9500.916138582632,通过,
逐箱送达时刻复算,S003-FOD-01,7324.302946605961,7324.302946605961,通过,T027
机型物理可行,T028,A,存在可行复算,通过,
载质量,T028,8.0,25.0,通过,
装载体积,T028,0.028,0.06,通过,
返航SOC,T028,0.7355454229927247,0.2,通过,
架次能耗复算,T028,1.190045596532739,1.190045596532739,通过,
返航时刻复算,T028,7354.161373223904,7354.161373223904,通过,
逐航段载荷递减,T028,8.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T028,A,A,通过,
电池机型兼容,T028,A,A,通过,
充电时间复算,T028,843.7909501094578,843.7909501094578,通过,
电池释放时刻,T028,8197.952323333362,8197.952323333362,通过,
逐箱送达时刻复算,S001-FOD-01,7011.048915287719,7011.048915287719,通过,T028
