检查项,对象编号,计算值,允许值,是否通过,说明
装载体积,T001,0.159,0.25,通过,
返航SOC,T001,0.635302225105445,0.2,通过,
架次能耗复算,T001,2.9175821991564397,2.9175821991564397,通过,
返航时刻复算,T001,1560.169061638226,1560.169061638226,通过,
逐航段载荷递减,T001,76.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T001,C,C,通过,
电池机型兼容,T001,C,C,通过,
充电时间复算,T001,1623.511845604869,1623.511845604869,通过,
电池释放时刻,T001,3183.680907243095,3183.680907243095,通过,
逐箱送达时刻复算,S001-MED-01,1248.269530819113,1248.269530819113,通过,T001
硬时限,S001-MED-01,1248.269530819113,3600.0,通过,T001
逐箱送达时刻复算,S001-MED-02,1248.269530819113,1248.269530819113,通过,T001
硬时限,S001-MED-02,1248.269530819113,3600.0,通过,T001
逐箱送达时刻复算,S001-WAT-01,1248.269530819113,1248.269530819113,通过,T001
硬时限,S001-WAT-01,1248.269530819113,3600.0,通过,T001
逐箱送达时刻复算,S001-WAT-02,1248.269530819113,1248.269530819113,通过,T001
硬时限,S001-WAT-02,1248.269530819113,3600.0,通过,T001
逐箱送达时刻复算,S001-WAT-03,1248.269530819113,1248.269530819113,通过,T001
硬时限,S001-WAT-03,1248.269530819113,3600.0,通过,T001
逐箱送达时刻复算,S001-WAT-04,1248.269530819113,1248.269530819113,通过,T001
硬时限,S001-WAT-04,1248.269530819113,3600.0,通过,T001
逐箱送达时刻复算,S001-WAT-05,1248.269530819113,1248.269530819113,通过,T001
硬时限,S001-WAT-05,1248.269530819113,3600.0,通过,T001
机型物理可行,T002,C,存在可行复算,通过,
载质量,T002,67.0,80.0,通过,
装载体积,T002,0.148,0.25,通过,
返航SOC,T002,0.21489709205658403,0.2,通过,
架次能耗复算,T002,6.280823263547328,6.280823263547328,通过,
返航时刻复算,T002,2107.812160499486,2107.812160499486,通过,
逐航段载荷递减,T002,67.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T002,C,C,通过,
电池机型兼容,T002,C,C,通过,
充电时间复算,T002,2534.389633877401,2534.389633877401,通过,
电池释放时刻,T002,4642.201794376887,4642.201794376887,通过,
逐箱送达时刻复算,S002-FOD-01,1487.316080249743,1487.316080249743,通过,T002
硬时限,S002-FOD-01,1487.316080249743,7200.0,通过,T002
逐箱送达时刻复算,S002-MED-01,1487.316080249743,1487.316080249743,通过,T002
硬时限,S002-MED-01,1487.316080249743,3600.0,通过,T002
逐箱送达时刻复算,S002-WAT-01,1487.316080249743,1487.316080249743,通过,T002
硬时限,S002-WAT-01,1487.316080249743,3600.0,通过,T002
逐箱送达时刻复算,S002-WAT-02,1487.316080249743,1487.316080249743,通过,T002
硬时限,S002-WAT-02,1487.316080249743,3600.0,通过,T002
逐箱送达时刻复算,S002-WAT-03,1487.316080249743,1487.316080249743,通过,T002
硬时限,S002-WAT-03,1487.316080249743,3600.0,通过,T002
逐箱送达时刻复算,S002-WAT-04,1487.316080249743,1487.316080249743,通过,T002
硬时限,S002-WAT-04,1487.316080249743,3600.0,通过,T002
机型物理可行,T003,C,存在可行复算,通过,
载质量,T003,59.0,80.0,通过,
装载体积,T003,0.156,0.25,通过,
返航SOC,T003,0.6752515297046948,0.2,通过,
架次能耗复算,T003,2.597987762362441,2.597987762362441,通过,
返航时刻复算,T003,3121.7229119483673,3121.7229119483673,通过,
逐航段载荷递减,T003,59.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T003,C,C,通过,
电池机型兼容,T003,C,C,通过,
充电时间复算,T003,1536.9550189731613,1536.9550189731613,通过,
电池释放时刻,T003,4658.677930921529,4658.677930921529,通过,
逐箱送达时刻复算,S006-FOD-01,2769.590986793297,2769.590986793297,通过,T003
硬时限,S006-FOD-01,2769.590986793297,7200.0,通过,T003
逐箱送达时刻复算,S006-HYG-01,2769.590986793297,2769.590986793297,通过,T003
硬时限,S006-HYG-01,2769.590986793297,10800.0,通过,T003
逐箱送达时刻复算,S006-MED-01,2769.590986793297,2769.590986793297,通过,T003
硬时限,S006-MED-01,2769.590986793297,3600.0,通过,T003
逐箱送达时刻复算,S006-WAT-01,2769.590986793297,2769.590986793297,通过,T003
硬时限,S006-WAT-01,2769.590986793297,3600.0,通过,T003
逐箱送达时刻复算,S006-WAT-02,2769.590986793297,2769.590986793297,通过,T003
硬时限,S006-WAT-02,2769.590986793297,3600.0,通过,T003
逐箱送达时刻复算,S006-WAT-03,2769.590986793297,2769.590986793297,通过,T003
硬时限,S006-WAT-03,2769.590986793297,3600.0,通过,T003
机型物理可行,T004,C,存在可行复算,通过,
载质量,T004,45.0,80.0,通过,
装载体积,T004,0.129,0.25,通过,
返航SOC,T004,0.5736382362666438,0.2,通过,
架次能耗复算,T004,3.4108941098668497,3.4108941098668497,通过,
返航时刻复算,T004,4015.3785667995367,4015.3785667995367,通过,
逐航段载荷递减,T004,45.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T004,C,C,通过,
电池机型兼容,T004,C,C,通过,
充电时间复算,T004,1757.117154755605,1757.117154755605,通过,
电池释放时刻,T004,5772.495721555142,5772.495721555142,通过,
逐箱送达时刻复算,S007-FOD-01,3455.5553636495115,3455.5553636495115,通过,T004
硬时限,S007-FOD-01,3455.5553636495115,7200.0,通过,T004
逐箱送达时刻复算,S007-HYG-01,3455.5553636495115,3455.5553636495115,通过,T004
硬时限,S007-HYG-01,3455.5553636495115,10800.0,通过,T004
逐箱送达时刻复算,S007-MED-01,3455.5553636495115,3455.5553636495115,通过,T004
硬时限,S007-MED-01,3455.5553636495115,3600.0,通过,T004
逐箱送达时刻复算,S007-WAT-01,3455.5553636495115,3455.5553636495115,通过,T004
硬时限,S007-WAT-01,3455.5553636495115,3600.0,通过,T004
逐箱送达时刻复算,S007-WAT-02,3455.5553636495115,3455.5553636495115,通过,T004
硬时限,S007-WAT-02,3455.5553636495115,3600.0,通过,T004
机型物理可行,T005,B,存在可行复算,通过,
载质量,T005,25.0,30.0,通过,
装载体积,T005,0.067,0.073,通过,
返航SOC,T005,0.5442011152687537,0.2,通过,
架次能耗复算,T005,1.8231955389249852,1.8231955389249852,通过,
返航时刻复算,T005,1555.3795060205198,1555.3795060205198,通过,
逐航段载荷递减,T005,25.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T005,B,B,通过,
电池机型兼容,T005,B,B,通过,
充电时间复算,T005,1456.7180668674937,1456.7180668674937,通过,
电池释放时刻,T005,3012.0975728880135,3012.0975728880135,通过,
逐箱送达时刻复算,S010-FOD-01,1085.2264196769265,1085.2264196769265,通过,T005
硬时限,S010-FOD-01,1085.2264196769265,7200.0,通过,T005
逐箱送达时刻复算,S010-MED-01,1085.2264196769265,1085.2264196769265,通过,T005
硬时限,S010-MED-01,1085.2264196769265,3600.0,通过,T005
逐箱送达时刻复算,S010-WAT-01,1085.2264196769265,1085.2264196769265,通过,T005
硬时限,S010-WAT-01,1085.2264196769265,3600.0,通过,T005
机型物理可行,T006,B,存在可行复算,通过,
载质量,T006,25.0,30.0,通过,
装载体积,T006,0.067,0.073,通过,
返航SOC,T006,0.5438102234425178,0.2,通过,
架次能耗复算,T006,1.8247591062299287,1.8247591062299287,通过,
返航时刻复算,T006,1510.472262686102,1510.472262686102,通过,
逐航段载荷递减,T006,25.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T006,B,B,通过,
电池机型兼容,T006,B,B,通过,
充电时间复算,T006,1457.3956126996359,1457.3956126996359,通过,
电池释放时刻,T006,2967.867875385738,2967.867875385738,通过,
逐箱送达时刻复算,S013-FOD-01,1062.7694646763844,1062.7694646763844,通过,T006
硬时限,S013-FOD-01,1062.7694646763844,7200.0,通过,T006
逐箱送达时刻复算,S013-MED-01,1062.7694646763844,1062.7694646763844,通过,T006
硬时限,S013-MED-01,1062.7694646763844,3600.0,通过,T006
逐箱送达时刻复算,S013-WAT-01,1062.7694646763844,1062.7694646763844,通过,T006
硬时限,S013-WAT-01,1062.7694646763844,3600.0,通过,T006
机型物理可行,T007,B,存在可行复算,通过,
载质量,T007,25.0,30.0,通过,
装载体积,T007,0.067,0.073,通过,
返航SOC,T007,0.31189657264333115,0.2,通过,
架次能耗复算,T007,2.7524137094266754,2.7524137094266754,通过,
返航时刻复算,T007,3433.212391956045,3433.212391956045,通过,
逐航段载荷递减,T007,25.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T007,B,B,通过,
电池机型兼容,T007,B,B,通过,
充电时间复算,T007,1859.3792740848928,1859.3792740848928,通过,
电池释放时刻,T007,5292.5916660409375,5292.5916660409375,通过,
逐箱送达时刻复算,S012-FOD-01,2781.7723273210736,2781.7723273210736,通过,T007
硬时限,S012-FOD-01,2781.7723273210736,7200.0,通过,T007
逐箱送达时刻复算,S012-MED-01,2781.7723273210736,2781.7723273210736,通过,T007
硬时限,S012-MED-01,2781.7723273210736,3600.0,通过,T007
逐箱送达时刻复算,S012-WAT-01,2781.7723273210736,2781.7723273210736,通过,T007
硬时限,S012-WAT-01,2781.7723273210736,3600.0,通过,T007
机型物理可行,T008,B,存在可行复算,通过,
载质量,T008,25.0,30.0,通过,
装载体积,T008,0.067,0.073,通过,
返航SOC,T008,0.4649029372680009,0.2,通过,
架次能耗复算,T008,2.1403882509279963,2.1403882509279963,通过,
返航时刻复算,T008,3425.1358355299053,3425.1358355299053,通过,
逐航段载荷递减,T008,25.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T008,B,B,通过,
电池机型兼容,T008,B,B,通过,
充电时间复算,T008,1594.1682420687985,1594.1682420687985,通过,
电池释放时刻,T008,5019.304077598704,5019.304077598704,通过,
逐箱送达时刻复算,S014-FOD-01,2797.814337441879,2797.814337441879,通过,T008
硬时限,S014-FOD-01,2797.814337441879,7200.0,通过,T008
逐箱送达时刻复算,S014-MED-01,2797.814337441879,2797.814337441879,通过,T008
硬时限,S014-MED-01,2797.814337441879,3600.0,通过,T008
逐箱送达时刻复算,S014-WAT-01,2797.814337441879,2797.814337441879,通过,T008
硬时限,S014-WAT-01,2797.814337441879,3600.0,通过,T008
机型物理可行,T009,A,存在可行复算,通过,
载质量,T009,14.0,25.0,通过,
装载体积,T009,0.027,0.06,通过,
返航SOC,T009,0.7289942904761184,0.2,通过,
架次能耗复算,T009,1.2195256928574674,1.2195256928574674,通过,
返航时刻复算,T009,1190.8994824636354,1190.8994824636354,通过,
逐航段载荷递减,T009,14.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T009,A,A,通过,
电池机型兼容,T009,A,A,通过,
充电时间复算,T009,852.3074223810461,852.3074223810461,通过,
电池释放时刻,T009,2043.2069048446815,2043.2069048446815,通过,
逐箱送达时刻复算,S001-WAT-06,848.573074565151,848.573074565151,通过,T009
硬时限,S001-WAT-06,848.573074565151,3600.0,通过,T009
机型物理可行,T010,A,存在可行复算,通过,
载质量,T010,14.0,25.0,通过,
装载体积,T010,0.027,0.06,通过,
返航SOC,T010,0.7289942904761184,0.2,通过,
架次能耗复算,T010,1.2195256928574674,1.2195256928574674,通过,
返航时刻复算,T010,1190.8994824636354,1190.8994824636354,通过,
逐航段载荷递减,T010,14.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T010,A,A,通过,
电池机型兼容,T010,A,A,通过,
充电时间复算,T010,852.3074223810461,852.3074223810461,通过,
电池释放时刻,T010,2043.2069048446815,2043.2069048446815,通过,
逐箱送达时刻复算,S001-WAT-07,848.573074565151,848.573074565151,通过,T010
硬时限,S001-WAT-07,848.573074565151,3600.0,通过,T010
机型物理可行,T011,A,存在可行复算,通过,
载质量,T011,14.0,25.0,通过,
装载体积,T011,0.027,0.06,通过,
返航SOC,T011,0.7289942904761184,0.2,通过,
架次能耗复算,T011,1.2195256928574674,1.2195256928574674,通过,
返航时刻复算,T011,1190.8994824636354,1190.8994824636354,通过,
逐航段载荷递减,T011,14.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T011,A,A,通过,
电池机型兼容,T011,A,A,通过,
充电时间复算,T011,852.3074223810461,852.3074223810461,通过,
电池释放时刻,T011,2043.2069048446815,2043.2069048446815,通过,
逐箱送达时刻复算,S001-WAT-08,848.573074565151,848.573074565151,通过,T011
硬时限,S001-WAT-08,848.573074565151,3600.0,通过,T011
机型物理可行,T012,C,存在可行复算,通过,
载质量,T012,67.0,80.0,通过,
装载体积,T012,0.148,0.25,通过,
返航SOC,T012,0.20949294645861738,0.2,通过,
架次能耗复算,T012,6.324056428331061,6.324056428331061,通过,
返航时刻复算,T012,5619.772047196512,5619.772047196512,通过,
逐航段载荷递减,T012,67.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T012,C,C,通过,
电池机型兼容,T012,C,C,通过,
充电时间复算,T012,2546.098616006329,2546.098616006329,通过,
电池释放时刻,T012,8165.870663202841,8165.870663202841,通过,
逐箱送达时刻复算,S003-FOD-01,4829.186477219804,4829.186477219804,通过,T012
硬时限,S003-FOD-01,4829.186477219804,10800.0,通过,T012
逐箱送达时刻复算,S003-MED-01,4829.186477219804,4829.186477219804,通过,T012
硬时限,S003-MED-01,4829.186477219804,7200.0,通过,T012
逐箱送达时刻复算,S003-WAT-01,4829.186477219804,4829.186477219804,通过,T012
硬时限,S003-WAT-01,4829.186477219804,7200.0,通过,T012
逐箱送达时刻复算,S003-WAT-02,4829.186477219804,4829.186477219804,通过,T012
硬时限,S003-WAT-02,4829.186477219804,7200.0,通过,T012
逐箱送达时刻复算,S003-WAT-03,4829.186477219804,4829.186477219804,通过,T012
硬时限,S003-WAT-03,4829.186477219804,7200.0,通过,T012
逐箱送达时刻复算,S003-WAT-04,4829.186477219804,4829.186477219804,通过,T012
硬时限,S003-WAT-04,4829.186477219804,7200.0,通过,T012
机型物理可行,T013,C,存在可行复算,通过,
载质量,T013,59.0,80.0,通过,
装载体积,T013,0.156,0.25,通过,
返航SOC,T013,0.230883681658843,0.2,通过,
架次能耗复算,T013,6.152930546729256,6.152930546729256,通过,
返航时刻复算,T013,6943.258233459326,6943.258233459326,通过,
逐航段载荷递减,T013,59.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T013,C,C,通过,
电池机型兼容,T013,C,C,通过,
充电时间复算,T013,2499.752023072507,2499.752023072507,通过,
电池释放时刻,T013,9443.010256531834,9443.010256531834,通过,
逐箱送达时刻复算,S004-FOD-01,6225.700013918107,6225.700013918107,通过,T013
硬时限,S004-FOD-01,6225.700013918107,10800.0,通过,T013
逐箱送达时刻复算,S004-HYG-01,6225.700013918107,6225.700013918107,通过,T013
硬时限,S004-HYG-01,6225.700013918107,14400.0,通过,T013
逐箱送达时刻复算,S004-MED-01,6225.700013918107,6225.700013918107,通过,T013
硬时限,S004-MED-01,6225.700013918107,7200.0,通过,T013
逐箱送达时刻复算,S004-WAT-01,6225.700013918107,6225.700013918107,通过,T013
硬时限,S004-WAT-01,6225.700013918107,7200.0,通过,T013
逐箱送达时刻复算,S004-WAT-02,6225.700013918107,6225.700013918107,通过,T013
硬时限,S004-WAT-02,6225.700013918107,7200.0,通过,T013
逐箱送达时刻复算,S004-WAT-03,6225.700013918107,6225.700013918107,通过,T013
硬时限,S004-WAT-03,6225.700013918107,7200.0,通过,T013
机型物理可行,T014,C,存在可行复算,通过,
载质量,T014,45.0,80.0,通过,
装载体积,T014,0.129,0.25,通过,
返航SOC,T014,0.27049872854427526,0.2,通过,
架次能耗复算,T014,5.836010171645798,5.836010171645798,通过,
返航时刻复算,T014,7819.472969400483,7819.472969400483,通过,
逐航段载荷递减,T014,45.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T014,C,C,通过,
电池机型兼容,T014,C,C,通过,
充电时间复算,T014,2413.9194214874037,2413.9194214874037,通过,
电池释放时刻,T014,10233.392390887886,10233.392390887886,通过,
逐箱送达时刻复算,S008-FOD-01,7117.462508298498,7117.462508298498,通过,T014
硬时限,S008-FOD-01,7117.462508298498,10800.0,通过,T014
逐箱送达时刻复算,S008-HYG-01,7117.462508298498,7117.462508298498,通过,T014
硬时限,S008-HYG-01,7117.462508298498,14400.0,通过,T014
逐箱送达时刻复算,S008-MED-01,7117.462508298498,7117.462508298498,通过,T014
硬时限,S008-MED-01,7117.462508298498,7200.0,通过,T014
逐箱送达时刻复算,S008-WAT-01,7117.462508298498,7117.462508298498,通过,T014
硬时限,S008-WAT-01,7117.462508298498,7200.0,通过,T014
逐箱送达时刻复算,S008-WAT-02,7117.462508298498,7117.462508298498,通过,T014
硬时限,S008-WAT-02,7117.462508298498,7200.0,通过,T014
机型物理可行,T015,B,存在可行复算,通过,
载质量,T015,25.0,30.0,通过,
装载体积,T015,0.067,0.073,通过,
返航SOC,T015,0.42313687322870397,0.2,通过,
架次能耗复算,T015,2.307452507085184,2.307452507085184,通过,
返航时刻复算,T015,5253.412353760479,5253.412353760479,通过,
逐航段载荷递减,T015,25.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T015,B,B,通过,
电池机型兼容,T015,B,B,通过,
充电时间复算,T015,1666.5627530702461,1666.5627530702461,通过,
电池释放时刻,T015,6919.975106830725,6919.975106830725,通过,
逐箱送达时刻复算,S015-FOD-01,4642.714094645192,4642.714094645192,通过,T015
硬时限,S015-FOD-01,4642.714094645192,14400.0,通过,T015
逐箱送达时刻复算,S015-MED-01,4642.714094645192,4642.714094645192,通过,T015
硬时限,S015-MED-01,4642.714094645192,7200.0,通过,T015
逐箱送达时刻复算,S015-WAT-01,4642.714094645192,4642.714094645192,通过,T015
硬时限,S015-WAT-01,4642.714094645192,10800.0,通过,T015
机型物理可行,T016,B,存在可行复算,通过,
载质量,T016,14.0,30.0,通过,
装载体积,T016,0.063,0.073,通过,
返航SOC,T016,0.4096845364769576,0.2,通过,
架次能耗复算,T016,2.3612618540921697,2.3612618540921697,通过,
返航时刻复算,T016,5189.906467738734,5189.906467738734,通过,
逐航段载荷递减,T016,14.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T016,B,B,通过,
电池机型兼容,T016,B,B,通过,
充电时间复算,T016,1689.8801367732733,1689.8801367732733,通过,
电池释放时刻,T016,6879.786604512007,6879.786604512007,通过,
逐箱送达时刻复算,S002-FOD-02,4593.499429847389,4593.499429847389,通过,T016
硬时限,S002-FOD-02,4593.499429847389,7200.0,通过,T016
逐箱送达时刻复算,S002-HYG-01,4593.499429847389,4593.499429847389,通过,T016
硬时限,S002-HYG-01,4593.499429847389,10800.0,通过,T016
机型物理可行,T017,A,存在可行复算,通过,
载质量,T017,8.0,25.0,通过,
装载体积,T017,0.028,0.06,通过,
返航SOC,T017,0.7363142040102139,0.2,通过,
架次能耗复算,T017,1.1865860819540377,1.1865860819540377,通过,
返航时刻复算,T017,1190.8994824636354,1190.8994824636354,通过,
逐航段载荷递减,T017,8.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T017,A,A,通过,
电池机型兼容,T017,A,A,通过,
充电时间复算,T017,842.791534786722,842.791534786722,通过,
电池释放时刻,T017,2033.6910172503574,2033.6910172503574,通过,
逐箱送达时刻复算,S001-FOD-01,848.573074565151,848.573074565151,通过,T017
硬时限,S001-FOD-01,848.573074565151,7200.0,通过,T017
机型物理可行,T018,A,存在可行复算,通过,
载质量,T018,8.0,25.0,通过,
装载体积,T018,0.028,0.06,通过,
返航SOC,T018,0.7363142040102139,0.2,通过,
架次能耗复算,T018,1.1865860819540377,1.1865860819540377,通过,
返航时刻复算,T018,2381.798964927271,2381.798964927271,通过,
逐航段载荷递减,T018,8.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T018,A,A,通过,
电池机型兼容,T018,A,A,通过,
充电时间复算,T018,842.791534786722,842.791534786722,通过,
电池释放时刻,T018,3224.590499713993,3224.590499713993,通过,
逐箱送达时刻复算,S001-FOD-02,2039.4725570287865,2039.4725570287865,通过,T018
硬时限,S001-FOD-02,2039.4725570287865,7200.0,通过,T018
机型物理可行,T019,A,存在可行复算,通过,
载质量,T019,8.0,25.0,通过,
装载体积,T019,0.028,0.06,通过,
返航SOC,T019,0.7363142040102139,0.2,通过,
架次能耗复算,T019,1.1865860819540377,1.1865860819540377,通过,
返航时刻复算,T019,2381.798964927271,2381.798964927271,通过,
逐航段载荷递减,T019,8.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T019,A,A,通过,
电池机型兼容,T019,A,A,通过,
充电时间复算,T019,842.791534786722,842.791534786722,通过,
电池释放时刻,T019,3224.590499713993,3224.590499713993,通过,
逐箱送达时刻复算,S001-FOD-03,2039.4725570287865,2039.4725570287865,通过,T019
硬时限,S001-FOD-03,2039.4725570287865,7200.0,通过,T019
机型物理可行,T020,C,存在可行复算,通过,
载质量,T020,59.0,80.0,通过,
装载体积,T020,0.156,0.25,通过,
返航SOC,T020,0.4722259515818029,0.2,通过,
架次能耗复算,T020,4.222192387345577,4.222192387345577,通过,
返航时刻复算,T020,8820.448676713633,8820.448676713633,通过,
逐航段载荷递减,T020,59.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T020,C,C,通过,
电池机型兼容,T020,C,C,通过,
充电时间复算,T020,1976.8437715727605,1976.8437715727605,通过,
电池释放时刻,T020,10797.292448286393,10797.292448286393,通过,
逐箱送达时刻复算,S005-FOD-01,8316.48845508648,8316.48845508648,通过,T020
硬时限,S005-FOD-01,8316.48845508648,14400.0,通过,T020
逐箱送达时刻复算,S005-HYG-01,8316.48845508648,8316.48845508648,通过,T020
硬时限,S005-HYG-01,8316.48845508648,18000.0,通过,T020
逐箱送达时刻复算,S005-MED-01,8316.48845508648,8316.48845508648,通过,T020
硬时限,S005-MED-01,8316.48845508648,10800.0,通过,T020
逐箱送达时刻复算,S005-WAT-01,8316.48845508648,8316.48845508648,通过,T020
硬时限,S005-WAT-01,8316.48845508648,10800.0,通过,T020
逐箱送达时刻复算,S005-WAT-02,8316.48845508648,8316.48845508648,通过,T020
硬时限,S005-WAT-02,8316.48845508648,10800.0,通过,T020
逐箱送达时刻复算,S005-WAT-03,8316.48845508648,8316.48845508648,通过,T020
硬时限,S005-WAT-03,8316.48845508648,10800.0,通过,T020
机型物理可行,T021,B,存在可行复算,通过,
载质量,T021,25.0,30.0,通过,
装载体积,T021,0.067,0.073,通过,
返航SOC,T021,0.47594163444594684,0.2,通过,
架次能耗复算,T021,2.0962334622162127,2.0962334622162127,通过,
返航时刻复算,T021,6748.348098536953,6748.348098536953,通过,
逐航段载荷递减,T021,25.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T021,B,B,通过,
电池机型兼容,T021,B,B,通过,
充电时间复算,T021,1575.034500293692,1575.034500293692,通过,
电池释放时刻,T021,8323.382598830645,8323.382598830645,通过,
逐箱送达时刻复算,S009-FOD-01,6280.717283137844,6280.717283137844,通过,T021
硬时限,S009-FOD-01,6280.717283137844,14400.0,通过,T021
逐箱送达时刻复算,S009-MED-01,6280.717283137844,6280.717283137844,通过,T021
硬时限,S009-MED-01,6280.717283137844,10800.0,通过,T021
逐箱送达时刻复算,S009-WAT-01,6280.717283137844,6280.717283137844,通过,T021
硬时限,S009-WAT-01,6280.717283137844,10800.0,通过,T021
机型物理可行,T022,B,存在可行复算,通过,
载质量,T022,25.0,30.0,通过,
装载体积,T022,0.067,0.073,通过,
返航SOC,T022,0.7315120667584527,0.2,通过,
架次能耗复算,T022,1.0739517329661894,1.0739517329661894,通过,
返航时刻复算,T022,6481.012126074855,6481.012126074855,通过,
逐航段载荷递减,T022,25.000000|0.000000,非增且返程为0,通过,
实体机型兼容,T022,B,B,通过,
电池机型兼容,T022,B,B,通过,
充电时间复算,T022,1132.0457509520154,1132.0457509520154,通过,
电池释放时刻,T022,7613.05787702687,7613.05787702687,通过,
